cr_publisher,country_code,publication_year,journal_business_model,n_articles,n_oa_articles,n_ta_articles
Elsevier BV,CA,2024,Full OA,2306,1919,37
Elsevier BV,YE,2024,Full OA,42,38,1
Elsevier BV,HR,2024,Full OA,74,62,3
Elsevier BV,AL,2024,Hybrid,23,4,1
Elsevier BV,BF,2024,Full OA,36,35,3
Elsevier BV,MA,2024,Hybrid,1973,158,25
Elsevier BV,EE,2024,Hybrid,206,39,6
Elsevier BV,SY,2024,Hybrid,34,5,0
Elsevier BV,PG,2024,Full OA,5,4,0
Elsevier BV,VN,2024,Hybrid,1304,127,42
Elsevier BV,SC,2024,Hybrid,2,2,1
Elsevier BV,MR,2024,Hybrid,9,3,1
Elsevier BV,BT,2024,Hybrid,7,3,2
Elsevier BV,RO,2024,Hybrid,625,200,12
Elsevier BV,XK,2024,Full OA,17,15,0
Elsevier BV,GM,2024,Hybrid,10,6,6
Elsevier BV,TG,2024,Full OA,15,14,0
Elsevier BV,MQ,2024,Full OA,4,4,4
Elsevier BV,MM,2024,Full OA,8,6,0
Elsevier BV,GH,2024,Hybrid,230,46,12
Elsevier BV,MT,2024,Full OA,18,14,1
Elsevier BV,KP,2024,Hybrid,11,0,0
Elsevier BV,CR,2024,Hybrid,62,13,3
Elsevier BV,CU,2024,Hybrid,63,13,6
Elsevier BV,SV,2024,Full OA,4,4,0
Elsevier BV,SB,2024,Hybrid,1,0,0
Elsevier BV,HT,2024,Full OA,3,3,0
Elsevier BV,GE,2024,Full OA,13,13,0
Elsevier BV,GP,2024,Full OA,5,5,5
Elsevier BV,PE,2024,Hybrid,224,40,10
Elsevier BV,MK,2024,Full OA,10,9,0
Elsevier BV,SO,2024,Hybrid,8,1,0
Elsevier BV,AM,2024,Hybrid,79,13,1
Elsevier BV,MR,2024,Full OA,2,2,0
Elsevier BV,YE,2024,Hybrid,104,8,4
Elsevier BV,GD,2024,Hybrid,7,0,0
Elsevier BV,PS,2024,Hybrid,59,5,2
Elsevier BV,CD,2024,Hybrid,36,7,6
Elsevier BV,ZA,2024,Full OA,849,752,7
Elsevier BV,RW,2024,Full OA,30,28,2
Elsevier BV,LR,2024,Hybrid,4,1,0
Elsevier BV,GL,2024,Full OA,5,5,1
Elsevier BV,ER,2024,Hybrid,2,0,0
Elsevier BV,CF,2024,Hybrid,2,1,0
Elsevier BV,FK,2024,Hybrid,1,0,0
Elsevier BV,FO,2024,Hybrid,7,5,4
Elsevier BV,GU,2024,Full OA,2,2,0
Elsevier BV,GL,2024,Hybrid,2,1,1
Elsevier BV,MW,2024,Full OA,44,43,0
Elsevier BV,MV,2024,Full OA,4,3,0
Elsevier BV,KG,2024,Hybrid,9,2,2
Elsevier BV,SJ,2024,Hybrid,1,0,0
Elsevier BV,KW,2024,Full OA,108,80,0
Elsevier BV,TD,2024,Hybrid,1,0,0
Elsevier BV,CG,2024,Full OA,4,3,0
Elsevier BV,ST,2024,Hybrid,1,1,0
Elsevier BV,CH,2024,Hybrid,2808,1915,1780
Elsevier BV,AU,2024,Hybrid,8587,5586,5152
Elsevier BV,GB,2024,Hybrid,13216,7935,7075
Elsevier BV,NG,2024,Hybrid,804,91,37
Elsevier BV,CN,2024,Hybrid,194261,11498,684
Elsevier BV,BE,2024,Hybrid,2962,518,126
Elsevier BV,KR,2024,Hybrid,11234,1171,293
Elsevier BV,IE,2024,Hybrid,1241,630,587
Elsevier BV,FI,2024,Hybrid,1602,1307,1251
Elsevier BV,DE,2024,Full OA,2809,2547,2158
Elsevier BV,FR,2024,Full OA,1810,1583,1187
Elsevier BV,NZ,2024,Full OA,229,194,10
Elsevier BV,FI,2024,Full OA,419,385,304
Elsevier BV,PK,2024,Full OA,1503,1310,7
Elsevier BV,BD,2024,Full OA,1445,1317,9
Elsevier BV,CY,2024,Full OA,113,94,3
Elsevier BV,PK,2024,Hybrid,3071,237,28
Elsevier BV,AT,2024,Full OA,436,405,345
Elsevier BV,HU,2024,Full OA,411,389,334
Elsevier BV,RO,2024,Full OA,178,161,6
Elsevier BV,BH,2024,Full OA,22,20,2
Elsevier BV,SI,2024,Hybrid,480,310,285
Elsevier BV,UG,2024,Full OA,122,112,2
Elsevier BV,PY,2024,Hybrid,18,0,0
Elsevier BV,CM,2024,Full OA,231,207,5
Elsevier BV,LB,2024,Full OA,198,179,12
Elsevier BV,QA,2024,Full OA,182,165,0
Elsevier BV,IL,2024,Full OA,379,330,1
Elsevier BV,PH,2024,Full OA,135,112,0
Elsevier BV,LT,2024,Full OA,94,86,4
Elsevier BV,AF,2024,Full OA,30,29,1
Elsevier BV,SM,2024,Hybrid,2,0,0
Elsevier BV,LV,2024,Hybrid,86,20,4
Elsevier BV,PR,2024,Full OA,49,43,0
Elsevier BV,SA,2024,Hybrid,3000,303,64
Elsevier BV,PH,2024,Hybrid,335,42,7
Elsevier BV,UZ,2024,Full OA,32,24,0
Elsevier BV,CD,2024,Full OA,26,20,2
Elsevier BV,BG,2024,Full OA,67,62,4
Elsevier BV,LK,2024,Hybrid,222,54,31
Elsevier BV,AR,2024,Full OA,267,217,2
Elsevier BV,BW,2024,Full OA,33,31,1
Elsevier BV,TW,2024,Hybrid,4161,355,25
Elsevier BV,MD,2024,Hybrid,22,7,0
Elsevier BV,BJ,2024,Hybrid,56,13,7
Elsevier BV,GE,2024,Hybrid,35,7,1
Elsevier BV,BJ,2024,Full OA,56,53,2
Elsevier BV,TG,2024,Hybrid,25,5,0
Elsevier BV,AO,2024,Hybrid,7,4,2
Elsevier BV,GY,2024,Full OA,3,3,0
Elsevier BV,MO,2024,Full OA,146,120,0
Elsevier BV,AF,2024,Hybrid,10,0,0
Elsevier BV,SL,2024,Hybrid,2,0,0
Elsevier BV,GF,2024,Full OA,4,4,0
Elsevier BV,ER,2024,Full OA,2,2,0
Elsevier BV,SN,2024,Hybrid,47,12,6
Elsevier BV,GN,2024,Full OA,2,1,0
Elsevier BV,DO,2024,Full OA,10,7,0
Elsevier BV,BB,2024,Hybrid,4,1,0
Elsevier BV,BB,2024,Full OA,3,3,0
Elsevier BV,PY,2024,Full OA,8,7,0
Elsevier BV,GY,2024,Hybrid,7,0,0
Elsevier BV,NC,2024,Full OA,2,2,2
Elsevier BV,LS,2024,Full OA,6,6,0
Elsevier BV,MM,2024,Hybrid,20,2,0
Elsevier BV,BI,2024,Full OA,4,4,1
Elsevier BV,KP,2024,Full OA,3,3,0
Elsevier BV,XK,2024,Hybrid,29,6,2
Elsevier BV,DJ,2024,Full OA,3,3,0
Elsevier BV,LY,2024,Hybrid,25,5,3
Elsevier BV,PA,2024,Full OA,7,7,0
Elsevier BV,MN,2024,Hybrid,24,3,3
Elsevier BV,BT,2024,Full OA,4,4,0
Elsevier BV,VU,2024,Hybrid,1,0,0
Elsevier BV,TL,2024,Full OA,1,1,0
Elsevier BV,BS,2024,Hybrid,8,0,0
Elsevier BV,BZ,2024,Hybrid,1,1,1
Elsevier BV,SR,2024,Hybrid,1,1,1
Elsevier BV,GD,2024,Full OA,6,6,0
Elsevier BV,IT,2024,Hybrid,11026,6294,5308
Elsevier BV,EG,2024,Hybrid,3303,264,88
Elsevier BV,NA,2024,Full OA,37019,29690,0
Elsevier BV,AR,2024,Hybrid,1501,107,24
Elsevier BV,IT,2024,Full OA,3010,2742,293
Elsevier BV,TH,2024,Hybrid,1864,199,26
Elsevier BV,ZA,2024,Hybrid,1492,842,784
Elsevier BV,TN,2024,Hybrid,1647,193,25
Elsevier BV,UA,2024,Full OA,126,114,6
Elsevier BV,RU,2024,Full OA,469,347,12
Elsevier BV,KH,2024,Hybrid,39,8,5
Elsevier BV,CL,2024,Hybrid,1303,137,49
Elsevier BV,BY,2024,Full OA,12,10,0
Elsevier BV,DZ,2024,Full OA,187,127,4
Elsevier BV,IS,2024,Hybrid,94,20,6
Elsevier BV,TN,2024,Full OA,293,245,13
Elsevier BV,BI,2024,Hybrid,10,4,3
Elsevier BV,KH,2024,Full OA,25,22,4
Elsevier BV,TO,2024,Hybrid,1,0,0
Elsevier BV,ZW,2024,Hybrid,38,5,1
Elsevier BV,MG,2024,Full OA,9,8,3
Elsevier BV,MW,2024,Hybrid,26,12,8
Elsevier BV,NP,2024,Hybrid,157,24,7
Elsevier BV,LU,2024,Full OA,45,40,2
Elsevier BV,GU,2024,Hybrid,2,1,0
Elsevier BV,OM,2024,Full OA,79,67,2
Elsevier BV,LT,2024,Hybrid,276,37,10
Elsevier BV,KN,2024,Full OA,5,4,0
Elsevier BV,NC,2024,Hybrid,12,2,2
Elsevier BV,MZ,2024,Hybrid,26,7,4
Elsevier BV,GW,2024,Full OA,2,0,0
Elsevier BV,KG,2024,Full OA,7,5,0
Elsevier BV,AT,2024,Hybrid,1737,1168,1095
Elsevier BV,QA,2024,Hybrid,364,221,20
Elsevier BV,CZ,2024,Full OA,400,356,10
Elsevier BV,US,2024,Full OA,16506,13950,920
Elsevier BV,GB,2024,Full OA,3271,2692,69
Elsevier BV,NG,2024,Full OA,894,700,13
Elsevier BV,RU,2024,Hybrid,3705,197,29
Elsevier BV,RS,2024,Hybrid,531,56,6
Elsevier BV,ME,2024,Hybrid,54,6,2
Elsevier BV,MX,2024,Full OA,739,657,5
Elsevier BV,TZ,2024,Full OA,196,180,6
Elsevier BV,AE,2024,Hybrid,839,178,13
Elsevier BV,EE,2024,Full OA,74,62,3
Elsevier BV,PS,2024,Full OA,55,48,0
Elsevier BV,MC,2024,Full OA,2,2,0
Elsevier BV,BO,2024,Full OA,9,9,1
Elsevier BV,LI,2024,Hybrid,8,2,2
Elsevier BV,DJ,2024,Hybrid,6,2,0
Elsevier BV,SD,2024,Full OA,43,38,2
Elsevier BV,DO,2024,Hybrid,28,8,2
Elsevier BV,KZ,2024,Full OA,149,139,4
Elsevier BV,KE,2024,Full OA,194,177,13
Elsevier BV,GM,2024,Full OA,10,10,0
Elsevier BV,SR,2024,Full OA,1,1,0
Elsevier BV,TJ,2024,Hybrid,16,2,0
Elsevier BV,LY,2024,Full OA,11,9,0
Elsevier BV,SS,2024,Full OA,4,3,0
Elsevier BV,AS,2024,Hybrid,2,0,0
Elsevier BV,LA,2024,Full OA,5,5,0
Elsevier BV,CI,2024,Full OA,20,18,4
Elsevier BV,CR,2024,Full OA,34,31,4
Elsevier BV,MU,2024,Hybrid,15,2,0
Elsevier BV,AL,2024,Full OA,15,13,0
Elsevier BV,KY,2024,Hybrid,2,0,0
Elsevier BV,DM,2024,Full OA,1,1,0
Elsevier BV,US,2024,Hybrid,61513,9082,1781
Elsevier BV,PA,2024,Hybrid,20,4,2
Elsevier BV,KR,2024,Full OA,2704,2215,9
Elsevier BV,SG,2024,Hybrid,2001,272,30
Elsevier BV,CH,2024,Full OA,893,795,629
Elsevier BV,ID,2024,Hybrid,1385,137,46
Elsevier BV,EG,2024,Full OA,1039,902,21
Elsevier BV,LB,2024,Hybrid,352,61,14
Elsevier BV,GH,2024,Full OA,505,471,9
Elsevier BV,MN,2024,Full OA,11,8,0
Elsevier BV,SG,2024,Full OA,461,378,6
Elsevier BV,NA,2024,Hybrid,17,5,4
Elsevier BV,FJ,2024,Full OA,8,8,0
Elsevier BV,FJ,2024,Hybrid,9,0,0
Elsevier BV,HN,2024,Hybrid,6,0,0
Elsevier BV,MV,2024,Hybrid,28,4,2
Elsevier BV,MG,2024,Hybrid,27,7,2
Elsevier BV,GP,2024,Hybrid,18,5,5
Elsevier BV,ML,2024,Hybrid,7,2,0
Elsevier BV,GF,2024,Hybrid,33,3,1
Elsevier BV,SL,2024,Full OA,8,8,0
Elsevier BV,NI,2024,Hybrid,4,1,0
Elsevier BV,LI,2024,Full OA,2,2,0
Elsevier BV,MC,2024,Hybrid,20,0,0
Elsevier BV,RE,2024,Hybrid,36,8,8
Elsevier BV,MY,2024,Hybrid,2406,279,49
Elsevier BV,NO,2024,Hybrid,1746,1301,1187
Elsevier BV,SA,2024,Full OA,1696,1569,4
Elsevier BV,AG,2024,Hybrid,48,3,0
Elsevier BV,BY,2024,Hybrid,79,14,3
Elsevier BV,ID,2024,Full OA,1289,1163,26
Elsevier BV,KZ,2024,Hybrid,276,37,7
Elsevier BV,JM,2024,Full OA,6,6,0
Elsevier BV,CG,2024,Hybrid,17,1,0
Elsevier BV,GI,2024,Hybrid,2,0,0
Elsevier BV,GA,2024,Hybrid,15,8,0
Elsevier BV,JP,2024,Hybrid,10080,2640,1476
Elsevier BV,BF,2024,Hybrid,55,9,1
Elsevier BV,KW,2024,Hybrid,159,21,4
Elsevier BV,SK,2024,Full OA,118,111,94
Elsevier BV,PG,2024,Hybrid,2,1,0
Elsevier BV,ZM,2024,Full OA,32,29,1
Elsevier BV,IL,2024,Hybrid,1754,151,21
Elsevier BV,CZ,2024,Hybrid,1794,382,54
Elsevier BV,EC,2024,Full OA,148,136,3
Elsevier BV,LS,2024,Hybrid,2,0,0
Elsevier BV,CL,2024,Full OA,319,253,6
Elsevier BV,PE,2023,Full OA,194,181,4
Elsevier BV,BB,2023,Full OA,3,3,0
Elsevier BV,AU,2023,Hybrid,10972,4991,4646
Elsevier BV,CN,2023,Hybrid,192477,11789,571
Elsevier BV,ES,2023,Hybrid,14022,6452,5995
Elsevier BV,DK,2023,Hybrid,3058,2082,1879
Elsevier BV,KR,2023,Hybrid,12428,1428,463
Elsevier BV,PR,2023,Hybrid,85,17,0
Elsevier BV,ID,2023,Hybrid,1531,224,67
Elsevier BV,SG,2023,Full OA,506,415,2
Elsevier BV,VN,2023,Hybrid,1377,125,32
Elsevier BV,CA,2023,Full OA,2559,2228,26
Elsevier BV,BE,2023,Full OA,658,594,19
Elsevier BV,CH,2023,Full OA,993,905,570
Elsevier BV,ES,2023,Full OA,3586,3033,389
Elsevier BV,NA,2023,Full OA,11575,9941,0
Elsevier BV,KR,2023,Full OA,2700,2084,12
Elsevier BV,TW,2023,Full OA,1490,1239,6
Elsevier BV,FR,2023,Hybrid,16318,1393,318
Elsevier BV,IE,2023,Hybrid,1513,837,794
Elsevier BV,RU,2023,Hybrid,3962,193,29
Elsevier BV,TW,2023,Hybrid,4713,413,14
Elsevier BV,IL,2023,Full OA,448,364,2
Elsevier BV,UZ,2023,Full OA,24,18,1
Elsevier BV,GB,2023,Full OA,3686,3137,89
Elsevier BV,BG,2023,Hybrid,213,88,4
Elsevier BV,NG,2023,Hybrid,913,119,38
Elsevier BV,HU,2023,Hybrid,985,593,563
Elsevier BV,IQ,2023,Full OA,529,446,17
Elsevier BV,TR,2023,Hybrid,7429,460,61
Elsevier BV,IE,2023,Full OA,428,396,348
Elsevier BV,DZ,2023,Hybrid,1104,66,6
Elsevier BV,GP,2023,Full OA,6,6,0
Elsevier BV,NZ,2023,Full OA,270,220,6
Elsevier BV,UZ,2023,Hybrid,122,6,2
Elsevier BV,PS,2023,Full OA,59,53,0
Elsevier BV,LB,2023,Full OA,158,146,2
Elsevier BV,PR,2023,Full OA,24,23,0
Elsevier BV,UG,2023,Full OA,125,110,2
Elsevier BV,BW,2023,Hybrid,54,3,2
Elsevier BV,SN,2023,Full OA,40,35,1
Elsevier BV,IS,2023,Hybrid,107,31,10
Elsevier BV,UY,2023,Full OA,53,44,1
Elsevier BV,BF,2023,Hybrid,63,5,0
Elsevier BV,MG,2023,Full OA,6,6,1
Elsevier BV,LS,2023,Hybrid,3,1,0
Elsevier BV,LS,2023,Full OA,3,3,0
Elsevier BV,SA,2023,Hybrid,3292,428,80
Elsevier BV,BF,2023,Full OA,31,30,0
Elsevier BV,BJ,2023,Hybrid,72,11,2
Elsevier BV,BT,2023,Full OA,5,3,0
Elsevier BV,JO,2023,Hybrid,460,41,9
Elsevier BV,BY,2023,Full OA,8,8,1
Elsevier BV,DO,2023,Full OA,5,4,0
Elsevier BV,TZ,2023,Hybrid,130,23,7
Elsevier BV,VE,2023,Hybrid,42,2,1
Elsevier BV,GA,2023,Full OA,9,8,1
Elsevier BV,ZW,2023,Full OA,49,44,0
Elsevier BV,RW,2023,Full OA,44,41,3
Elsevier BV,SL,2023,Full OA,6,6,0
Elsevier BV,XK,2023,Full OA,14,13,0
Elsevier BV,JM,2023,Full OA,13,11,0
Elsevier BV,MD,2023,Hybrid,29,15,1
Elsevier BV,KW,2023,Hybrid,198,15,6
Elsevier BV,AL,2023,Full OA,11,10,0
Elsevier BV,SO,2023,Hybrid,3,0,0
Elsevier BV,AM,2023,Hybrid,94,3,0
Elsevier BV,XK,2023,Hybrid,19,0,0
Elsevier BV,IQ,2023,Hybrid,778,80,21
Elsevier BV,RW,2023,Hybrid,30,5,2
Elsevier BV,PF,2023,Hybrid,20,2,0
Elsevier BV,KN,2023,Full OA,3,3,0
Elsevier BV,ER,2023,Hybrid,4,1,1
Elsevier BV,LR,2023,Full OA,5,5,0
Elsevier BV,BA,2023,Hybrid,50,9,0
Elsevier BV,MV,2023,Hybrid,4,1,1
Elsevier BV,CW,2023,Full OA,1,1,0
Elsevier BV,GE,2023,Full OA,17,14,0
Elsevier BV,CM,2023,Full OA,227,203,1
Elsevier BV,KG,2023,Full OA,2,2,0
Elsevier BV,GI,2023,Full OA,2,2,2
Elsevier BV,MQ,2023,Full OA,3,3,0
Elsevier BV,TG,2023,Full OA,12,11,0
Elsevier BV,NI,2023,Full OA,3,3,0
Elsevier BV,KY,2023,Hybrid,1,1,1
Elsevier BV,SZ,2023,Hybrid,3,1,0
Elsevier BV,AO,2023,Full OA,2,2,0
Elsevier BV,LA,2023,Full OA,5,4,0
Elsevier BV,SY,2023,Hybrid,26,2,0
Elsevier BV,SN,2023,Hybrid,76,9,0
Elsevier BV,SR,2023,Hybrid,1,0,0
Elsevier BV,SZ,2023,Full OA,6,4,1
Elsevier BV,GU,2023,Hybrid,4,0,0
Elsevier BV,GT,2023,Full OA,8,8,0
Elsevier BV,CL,2023,Full OA,374,287,4
Elsevier BV,MO,2023,Full OA,111,99,0
Elsevier BV,OM,2023,Hybrid,189,15,1
Elsevier BV,MU,2023,Hybrid,30,3,1
Elsevier BV,IT,2023,Hybrid,13111,6302,5323
Elsevier BV,IN,2023,Hybrid,28915,1483,81
Elsevier BV,TH,2023,Hybrid,1939,190,24
Elsevier BV,NL,2023,Full OA,1808,1667,1452
Elsevier BV,KE,2023,Full OA,226,208,2
Elsevier BV,IN,2023,Full OA,6549,5061,11
Elsevier BV,AU,2023,Full OA,2194,1907,43
Elsevier BV,IT,2023,Full OA,2629,2308,192
Elsevier BV,CA,2023,Hybrid,11160,1378,98
Elsevier BV,EG,2023,Hybrid,3750,343,71
Elsevier BV,JP,2023,Full OA,3793,3259,14
Elsevier BV,UG,2023,Hybrid,90,23,5
Elsevier BV,IL,2023,Hybrid,2219,175,14
Elsevier BV,SK,2023,Hybrid,630,66,64
Elsevier BV,MY,2023,Hybrid,2890,282,48
Elsevier BV,EG,2023,Full OA,1230,1040,6
Elsevier BV,NO,2023,Full OA,540,501,15
Elsevier BV,MY,2023,Full OA,1116,946,5
Elsevier BV,FI,2023,Full OA,442,401,58
Elsevier BV,SE,2023,Full OA,993,928,773
Elsevier BV,BE,2023,Hybrid,3703,591,111
Elsevier BV,AT,2023,Full OA,509,476,384
Elsevier BV,HK,2023,Hybrid,3012,297,22
Elsevier BV,DK,2023,Full OA,720,660,76
Elsevier BV,ZA,2023,Full OA,843,777,12
Elsevier BV,CN,2023,Full OA,36769,28515,121
Elsevier BV,RO,2023,Hybrid,730,112,17
Elsevier BV,OM,2023,Full OA,82,70,0
Elsevier BV,RS,2023,Full OA,113,104,3
Elsevier BV,GM,2023,Full OA,15,15,0
Elsevier BV,LV,2023,Hybrid,133,26,5
Elsevier BV,BJ,2023,Full OA,56,51,0
Elsevier BV,SY,2023,Full OA,48,47,1
Elsevier BV,PA,2023,Full OA,14,12,1
Elsevier BV,NP,2023,Hybrid,129,14,6
Elsevier BV,GR,2023,Hybrid,1870,190,29
Elsevier BV,EC,2023,Hybrid,264,62,20
Elsevier BV,HR,2023,Full OA,99,87,1
Elsevier BV,MX,2023,Hybrid,2822,205,22
Elsevier BV,BG,2023,Full OA,49,47,2
Elsevier BV,KW,2023,Full OA,86,52,1
Elsevier BV,PS,2023,Hybrid,63,10,4
Elsevier BV,KN,2023,Hybrid,11,2,0
Elsevier BV,HN,2023,Full OA,4,4,0
Elsevier BV,MM,2023,Hybrid,18,3,0
Elsevier BV,BH,2023,Full OA,25,22,0
Elsevier BV,SA,2023,Full OA,1547,1409,9
Elsevier BV,MW,2023,Hybrid,25,7,1
Elsevier BV,AO,2023,Hybrid,4,3,1
Elsevier BV,MT,2023,Full OA,23,16,1
Elsevier BV,TT,2023,Full OA,17,14,0
Elsevier BV,GF,2023,Hybrid,20,3,0
Elsevier BV,GH,2023,Hybrid,309,59,11
Elsevier BV,SC,2023,Full OA,2,1,0
Elsevier BV,FJ,2023,Hybrid,10,0,0
Elsevier BV,GM,2023,Hybrid,6,4,4
Elsevier BV,PY,2023,Full OA,14,13,0
Elsevier BV,AG,2023,Full OA,4,1,0
Elsevier BV,CW,2023,Hybrid,3,2,1
Elsevier BV,NE,2023,Full OA,12,10,0
Elsevier BV,TJ,2023,Hybrid,14,0,0
Elsevier BV,GT,2023,Hybrid,12,4,1
Elsevier BV,CY,2023,Full OA,96,74,0
Elsevier BV,LY,2023,Hybrid,37,7,3
Elsevier BV,LI,2023,Hybrid,14,8,6
Elsevier BV,CF,2023,Full OA,1,1,0
Elsevier BV,BO,2023,Full OA,6,6,0
Elsevier BV,CG,2023,Hybrid,18,0,0
Elsevier BV,JM,2023,Hybrid,18,1,0
Elsevier BV,PF,2023,Full OA,2,1,0
Elsevier BV,BI,2023,Full OA,1,1,0
Elsevier BV,ST,2023,Hybrid,3,1,0
Elsevier BV,AF,2023,Full OA,21,18,1
Elsevier BV,MU,2023,Full OA,13,12,0
Elsevier BV,BI,2023,Hybrid,5,2,0
Elsevier BV,LI,2023,Full OA,3,2,1
Elsevier BV,SX,2023,Full OA,1,1,0
Elsevier BV,ME,2023,Hybrid,24,5,1
Elsevier BV,SV,2023,Hybrid,6,1,0
Elsevier BV,MC,2023,Full OA,1,1,0
Elsevier BV,KP,2023,Hybrid,5,0,0
Elsevier BV,BB,2023,Hybrid,5,0,0
Elsevier BV,BS,2023,Full OA,1,1,0
Elsevier BV,KG,2023,Hybrid,7,0,0
Elsevier BV,JE,2023,Hybrid,1,1,1
Elsevier BV,CV,2023,Full OA,1,1,0
Elsevier BV,NA,2023,Hybrid,48628,3523,0
Elsevier BV,PT,2023,Hybrid,3234,1705,1620
Elsevier BV,FI,2023,Hybrid,1940,1565,1489
Elsevier BV,CH,2023,Hybrid,3722,2419,2208
Elsevier BV,AE,2023,Full OA,390,350,2
Elsevier BV,PT,2023,Full OA,824,634,41
Elsevier BV,BR,2023,Hybrid,10629,777,114
Elsevier BV,FR,2023,Full OA,1891,1656,192
Elsevier BV,TZ,2023,Full OA,166,153,4
Elsevier BV,YE,2023,Hybrid,90,6,0
Elsevier BV,DE,2023,Full OA,3094,2806,872
Elsevier BV,HK,2023,Full OA,504,423,3
Elsevier BV,SI,2023,Hybrid,565,347,331
Elsevier BV,CR,2023,Hybrid,88,16,7
Elsevier BV,KE,2023,Hybrid,180,49,13
Elsevier BV,DZ,2023,Full OA,182,127,4
Elsevier BV,TT,2023,Hybrid,26,4,0
Elsevier BV,BW,2023,Full OA,40,38,0
Elsevier BV,BA,2023,Full OA,21,20,0
Elsevier BV,BD,2023,Hybrid,915,123,33
Elsevier BV,AZ,2023,Hybrid,73,6,1
Elsevier BV,MN,2023,Full OA,17,15,1
Elsevier BV,KZ,2023,Full OA,105,85,2
Elsevier BV,UA,2023,Full OA,154,135,6
Elsevier BV,RU,2023,Full OA,497,351,5
Elsevier BV,SI,2023,Full OA,116,99,5
Elsevier BV,CU,2023,Full OA,12,11,0
Elsevier BV,CZ,2023,Hybrid,2213,338,41
Elsevier BV,NA,2023,Full OA,21,19,1
Elsevier BV,LY,2023,Full OA,11,11,0
Elsevier BV,IS,2023,Full OA,26,23,2
Elsevier BV,AZ,2023,Full OA,13,11,0
Elsevier BV,TG,2023,Hybrid,25,4,0
Elsevier BV,LA,2023,Hybrid,6,2,1
Elsevier BV,MZ,2023,Hybrid,30,9,6
Elsevier BV,RE,2023,Hybrid,53,6,0
Elsevier BV,MR,2023,Full OA,2,2,0
Elsevier BV,BH,2023,Hybrid,43,5,2
Elsevier BV,MK,2023,Hybrid,39,3,1
Elsevier BV,PG,2023,Full OA,2,2,0
Elsevier BV,GW,2023,Full OA,3,2,0
Elsevier BV,VI,2023,Hybrid,5,1,0
Elsevier BV,RO,2023,Full OA,146,125,3
Elsevier BV,MX,2023,Full OA,704,595,2
Elsevier BV,LT,2023,Full OA,60,51,1
Elsevier BV,YE,2023,Full OA,41,35,2
Elsevier BV,TL,2023,Full OA,2,0,0
Elsevier BV,ZW,2023,Hybrid,46,8,3
Elsevier BV,DJ,2023,Hybrid,2,0,0
Elsevier BV,ER,2023,Full OA,1,1,0
Elsevier BV,FO,2023,Full OA,1,1,0
Elsevier BV,AW,2023,Full OA,1,1,1
Elsevier BV,MC,2023,Hybrid,17,2,0
Elsevier BV,GN,2023,Full OA,2,2,0
Elsevier BV,SS,2023,Full OA,3,3,0
Elsevier BV,MM,2023,Full OA,9,8,0
Elsevier BV,KY,2023,Full OA,1,1,0
Elsevier BV,CD,2023,Full OA,24,23,2
Elsevier BV,GA,2023,Hybrid,12,0,0
Elsevier BV,AF,2023,Hybrid,14,0,0
Elsevier BV,FK,2023,Full OA,1,1,0
Elsevier BV,NL,2023,Hybrid,6572,4705,4435
Elsevier BV,DE,2023,Hybrid,13004,3515,1519
Elsevier BV,SE,2023,Hybrid,3544,2690,2249
Elsevier BV,BR,2023,Full OA,2872,1882,20
Elsevier BV,SD,2023,Full OA,35,32,1
Elsevier BV,IR,2023,Hybrid,10603,699,43
Elsevier BV,AT,2023,Hybrid,2244,1437,1344
Elsevier BV,QA,2023,Full OA,224,207,1
Elsevier BV,MA,2023,Full OA,553,466,2
Elsevier BV,BN,2023,Full OA,45,35,0
Elsevier BV,NZ,2023,Hybrid,1427,596,531
Elsevier BV,JO,2023,Full OA,303,278,2
Elsevier BV,HU,2023,Full OA,387,365,324
Elsevier BV,LV,2023,Full OA,40,34,0
Elsevier BV,CM,2023,Hybrid,295,25,4
Elsevier BV,HR,2023,Hybrid,489,52,7
Elsevier BV,BN,2023,Hybrid,39,5,0
Elsevier BV,EC,2023,Full OA,137,128,4
Elsevier BV,PH,2023,Full OA,153,134,0
Elsevier BV,GD,2023,Hybrid,20,1,0
Elsevier BV,UA,2023,Hybrid,576,183,23
Elsevier BV,CI,2023,Full OA,37,35,1
Elsevier BV,LB,2023,Hybrid,419,34,6
Elsevier BV,MW,2023,Full OA,32,30,1
Elsevier BV,GN,2023,Hybrid,4,1,0
Elsevier BV,EE,2023,Full OA,69,57,0
Elsevier BV,PA,2023,Hybrid,29,8,4
Elsevier BV,TD,2023,Full OA,5,5,0
Elsevier BV,TN,2023,Full OA,242,198,1
Elsevier BV,GW,2023,Hybrid,3,2,1
Elsevier BV,HN,2023,Hybrid,4,0,0
Elsevier BV,TH,2023,Full OA,1042,929,2
Elsevier BV,MQ,2023,Hybrid,15,2,0
Elsevier BV,RE,2023,Full OA,10,7,2
Elsevier BV,VU,2023,Full OA,1,1,0
Elsevier BV,GD,2023,Full OA,7,6,0
Elsevier BV,MN,2023,Hybrid,30,3,1
Elsevier BV,KH,2023,Hybrid,33,10,6
Elsevier BV,FO,2023,Hybrid,6,2,1
Elsevier BV,TR,2023,Full OA,1197,766,5
Elsevier BV,BS,2023,Hybrid,5,1,0
Elsevier BV,SV,2023,Full OA,3,3,0
Elsevier BV,SL,2023,Hybrid,5,1,1
Elsevier BV,GI,2023,Hybrid,1,0,0
