country_code,publication_year,journal_business_model,n_articles,n_oa_articles,n_ta_articles
GN,2022,Hybrid,77,4,0
SY,2022,Full OA,388,258,2
PA,2022,Hybrid,388,60,12
MD,2022,Full OA,485,84,2
BB,2022,Hybrid,57,5,2
MZ,2022,Full OA,295,154,1
ML,2022,Full OA,91,62,1
YE,2022,Full OA,418,310,0
OM,2022,Full OA,567,327,3
FJ,2022,Full OA,87,72,0
CD,2022,Full OA,273,171,1
AO,2022,Hybrid,242,9,1
VA,2022,Hybrid,20,2,0
SV,2022,Hybrid,343,14,1
MM,2022,Full OA,152,67,2
MK,2022,Full OA,420,81,1
KH,2022,Full OA,259,119,5
JM,2022,Full OA,57,35,0
MT,2022,Full OA,190,134,7
MG,2022,Hybrid,144,23,2
MK,2022,Hybrid,727,80,15
LA,2022,Hybrid,100,16,2
PA,2022,Full OA,260,106,4
AF,2022,Hybrid,338,51,1
UY,2022,Hybrid,983,96,7
DO,2022,Full OA,157,41,1
KG,2022,Full OA,113,43,1
GT,2022,Hybrid,397,98,0
GP,2022,Hybrid,71,11,0
GL,2022,Hybrid,15,7,6
MT,2022,Hybrid,427,49,11
PF,2022,Full OA,18,16,3
GW,2022,Full OA,16,7,0
KP,2022,Hybrid,57,7,1
NE,2022,Hybrid,172,27,1
MC,2022,Full OA,26,22,0
UG,2022,Hybrid,943,149,12
LR,2022,Hybrid,30,5,2
UY,2022,Full OA,779,249,6
TG,2022,Hybrid,300,36,1
BI,2022,Full OA,79,33,1
BI,2022,Hybrid,162,14,2
CI,2022,Full OA,194,123,5
KY,2022,Hybrid,13,3,0
KN,2022,Hybrid,60,6,0
PY,2022,Full OA,435,52,2
AF,2022,Full OA,148,101,1
MV,2022,Hybrid,67,12,6
AO,2022,Full OA,63,16,0
MV,2022,Full OA,40,32,0
GI,2022,Hybrid,10,0,0
PG,2022,Full OA,31,24,1
CW,2022,Hybrid,66,7,5
FK,2022,Hybrid,9,1,1
PY,2022,Hybrid,451,74,6
CV,2022,Hybrid,41,13,1
HN,2022,Hybrid,184,19,3
NC,2022,Full OA,36,33,2
GQ,2022,Full OA,1,1,0
DO,2022,Hybrid,158,31,1
FJ,2022,Hybrid,194,40,1
GW,2022,Hybrid,42,6,4
BS,2022,Hybrid,23,3,0
SC,2022,Full OA,8,8,2
MF,2022,Hybrid,6,2,0
MR,2022,Hybrid,31,5,0
CF,2022,Full OA,12,7,1
FM,2022,Full OA,1,0,0
NC,2022,Hybrid,50,9,1
CG,2022,Full OA,77,49,1
RE,2022,Hybrid,104,14,1
VI,2022,Full OA,7,4,0
MU,2022,Full OA,63,30,0
WS,2022,Full OA,5,5,0
BS,2022,Full OA,18,7,0
NE,2022,Full OA,49,33,0
JE,2022,Hybrid,4,1,0
MG,2022,Full OA,70,54,1
GN,2022,Full OA,27,19,0
TG,2022,Full OA,96,67,0
SV,2022,Full OA,162,11,0
GD,2022,Full OA,44,38,0
GF,2022,Full OA,49,39,0
ER,2022,Full OA,30,23,1
BT,2022,Full OA,60,35,0
CF,2022,Hybrid,40,4,0
GY,2022,Full OA,16,12,0
BT,2022,Hybrid,121,17,1
DJ,2022,Full OA,12,10,0
CV,2022,Full OA,24,9,0
DM,2022,Hybrid,13,3,0
GM,2022,Full OA,69,63,5
GF,2022,Hybrid,50,13,3
SX,2022,Hybrid,25,5,1
AG,2022,Full OA,124,11,0
PG,2022,Hybrid,55,10,2
MQ,2022,Full OA,27,24,0
BM,2022,Full OA,2,2,0
KN,2022,Full OA,50,43,0
JM,2022,Hybrid,133,10,1
TD,2022,Full OA,20,14,0
KP,2022,Full OA,18,13,0
SO,2022,Full OA,77,66,0
SR,2022,Hybrid,28,5,1
SZ,2022,Hybrid,56,8,0
YT,2022,Hybrid,3,0,0
SR,2022,Full OA,11,10,0
LC,2022,Hybrid,14,0,0
FO,2022,Hybrid,23,7,0
GU,2022,Full OA,19,17,1
VG,2022,Hybrid,16,0,0
BB,2022,Full OA,39,26,0
MC,2022,Hybrid,47,2,0
PF,2022,Hybrid,32,8,4
MQ,2022,Hybrid,37,1,0
LS,2022,Hybrid,40,7,0
LS,2022,Full OA,32,27,0
PW,2022,Hybrid,5,0,0
SJ,2022,Full OA,1,1,0
HN,2022,Full OA,129,36,0
TM,2022,Full OA,11,1,0
GU,2022,Hybrid,26,7,2
AD,2022,Hybrid,11,0,0
DJ,2022,Hybrid,13,0,0
JE,2022,Full OA,4,4,0
GI,2022,Full OA,6,4,0
ST,2022,Hybrid,27,2,0
VC,2022,Hybrid,8,0,0
HT,2022,Full OA,20,11,0
VU,2022,Full OA,7,3,0
WS,2022,Hybrid,18,2,0
SM,2022,Full OA,9,6,0
KI,2022,Full OA,3,2,0
MS,2022,Hybrid,17,1,0
SX,2022,Full OA,11,9,0
TL,2022,Full OA,11,5,0
HT,2022,Hybrid,23,4,0
BZ,2022,Hybrid,8,3,0
MR,2022,Full OA,11,6,0
ST,2022,Full OA,14,2,0
GL,2022,Full OA,23,21,1
SM,2022,Hybrid,14,3,0
CW,2022,Full OA,15,12,1
MF,2022,Full OA,2,0,0
KI,2022,Hybrid,1,0,0
BM,2022,Hybrid,12,3,1
IM,2022,Hybrid,3,0,0
SZ,2022,Full OA,34,26,0
SJ,2022,Hybrid,1,0,0
TO,2022,Full OA,3,2,0
TO,2022,Hybrid,7,1,0
VI,2022,Hybrid,22,5,2
FK,2022,Full OA,4,4,1
FM,2022,Hybrid,1,0,0
LC,2022,Full OA,5,5,0
KY,2022,Full OA,6,4,1
PW,2022,Full OA,3,2,0
SC,2022,Hybrid,11,1,0
MS,2022,Full OA,2,2,0
AX,2022,Hybrid,1,0,0
VU,2022,Hybrid,6,1,0
AW,2022,Hybrid,10,2,0
VG,2022,Full OA,1,1,0
AS,2022,Hybrid,2,1,0
DM,2022,Full OA,3,2,0
NU,2022,Hybrid,2,0,0
GQ,2022,Hybrid,1,0,0
YT,2022,Full OA,2,0,0
BZ,2022,Full OA,5,1,0
TC,2022,Hybrid,2,0,0
VA,2022,Full OA,6,1,0
TV,2022,Hybrid,1,0,0
TC,2022,Full OA,2,2,0
MP,2022,Full OA,1,1,1
AD,2022,Full OA,6,4,0
AW,2022,Full OA,1,1,0
MP,2022,Hybrid,1,0,0
NA,2021,Hybrid,834452,70290,1
US,2021,Hybrid,358627,30629,3253
FR,2021,Hybrid,52320,4675,644
GB,2021,Hybrid,88692,27019,17406
NL,2021,Hybrid,25606,12677,9651
DK,2021,Hybrid,10605,2262,1211
CH,2021,Hybrid,16512,6463,4781
CN,2021,Hybrid,409870,27885,669
VN,2021,Hybrid,8075,610,24
IT,2021,Hybrid,47168,9507,5737
EE,2021,Hybrid,1114,153,23
RU,2021,Hybrid,100101,9987,174
KR,2021,Hybrid,42631,4025,340
MY,2021,Hybrid,22008,2297,33
BR,2021,Hybrid,83272,5259,155
ES,2021,Full OA,39130,24579,443
ID,2021,Hybrid,162044,29490,47
FR,2021,Full OA,22021,15570,964
SA,2021,Full OA,10291,8731,26
MD,2021,Full OA,449,81,1
DE,2021,Full OA,38377,32975,7152
CN,2021,Full OA,187936,158190,273
LT,2021,Full OA,2361,1411,5
BE,2021,Full OA,6729,5300,44
IT,2021,Full OA,37103,31462,418
NG,2021,Full OA,6050,3445,8
IN,2021,Full OA,33942,17955,35
US,2021,Full OA,130251,101073,1297
AU,2021,Full OA,18904,15426,91
AT,2021,Hybrid,9648,4519,2513
IN,2021,Hybrid,136985,6998,88
DE,2021,Hybrid,75799,27274,18597
NL,2021,Full OA,12684,10822,1386
JP,2021,Hybrid,74682,6925,176
PL,2021,Hybrid,23937,5562,478
ES,2021,Hybrid,43456,9978,5765
CA,2021,Hybrid,52001,5391,1331
IE,2021,Hybrid,7891,2396,1960
HK,2021,Hybrid,8155,526,32
BD,2021,Hybrid,7760,623,37
SI,2021,Hybrid,2526,590,49
TR,2021,Hybrid,62165,3988,46
EC,2021,Hybrid,4116,535,23
TH,2021,Hybrid,9160,929,28
PL,2021,Full OA,30280,19385,48
PT,2021,Full OA,10021,6643,26
JP,2021,Full OA,34187,29781,54
CO,2021,Full OA,8743,2345,5
TW,2021,Full OA,13644,12398,6
BD,2021,Full OA,3640,2664,14
PK,2021,Full OA,9920,6911,16
GB,2021,Full OA,36359,29075,3582
HR,2021,Full OA,3674,1660,1
PK,2021,Hybrid,17684,1944,35
SG,2021,Hybrid,8794,684,34
AU,2021,Hybrid,47042,3569,334
PT,2021,Hybrid,12082,1274,102
FI,2021,Hybrid,8109,4318,3752
BE,2021,Hybrid,13196,1570,217
SE,2021,Hybrid,14605,8666,3722
HR,2021,Hybrid,3204,254,9
DK,2021,Full OA,5676,4592,56
CZ,2021,Hybrid,9885,1290,123
SE,2021,Full OA,9345,7714,855
TR,2021,Full OA,19108,4854,8
ID,2021,Full OA,48437,20727,15
NO,2021,Full OA,5878,4682,264
MX,2021,Full OA,12603,5637,8
QA,2021,Full OA,1381,1125,125
RU,2021,Full OA,34328,9914,38
KR,2021,Full OA,32599,27906,12
EG,2021,Full OA,13694,7360,26
RO,2021,Full OA,7580,4946,9
SN,2021,Full OA,223,151,1
NG,2021,Hybrid,15777,1576,23
IR,2021,Full OA,19053,10481,25
BR,2021,Full OA,57748,16828,40
LK,2021,Hybrid,2609,401,9
CZ,2021,Full OA,6928,4650,26
LU,2021,Hybrid,684,235,19
HU,2021,Hybrid,7172,2267,1430
NO,2021,Hybrid,8869,4382,1503
AE,2021,Full OA,1875,1489,7
SA,2021,Hybrid,14208,1912,110
PE,2021,Hybrid,5190,554,12
NA,2021,Full OA,151023,46739,0
CH,2021,Full OA,9687,7817,827
AT,2021,Full OA,5358,4547,388
BG,2021,Full OA,1756,856,6
GR,2021,Full OA,5964,4902,11
CA,2021,Full OA,22485,17505,414
AR,2021,Full OA,7115,1519,11
IQ,2021,Full OA,5069,2641,7
FI,2021,Full OA,4612,3488,526
SK,2021,Hybrid,3426,434,33
MA,2021,Hybrid,6284,366,12
BW,2021,Full OA,160,120,2
EE,2021,Full OA,964,615,8
NZ,2021,Full OA,2725,2131,13
IL,2021,Full OA,4713,3821,11
IL,2021,Hybrid,10790,910,70
KW,2021,Hybrid,1038,116,3
PH,2021,Hybrid,3721,414,5
ZA,2021,Hybrid,10738,1163,151
GH,2021,Hybrid,2814,316,28
PH,2021,Full OA,1382,717,0
IE,2021,Full OA,3267,2675,529
HK,2021,Full OA,2802,2328,23
UG,2021,Full OA,953,827,4
LB,2021,Full OA,879,710,3
SG,2021,Full OA,3670,2786,14
MY,2021,Full OA,9059,6396,15
CL,2021,Full OA,6580,2793,18
HN,2021,Full OA,142,41,0
IR,2021,Hybrid,42615,2553,64
QA,2021,Hybrid,1699,471,207
RO,2021,Hybrid,6337,910,27
SI,2021,Full OA,2546,1624,3
TN,2021,Full OA,1640,1237,2
EC,2021,Full OA,2720,752,6
CO,2021,Hybrid,8270,1195,39
TZ,2021,Full OA,766,611,3
RE,2021,Hybrid,92,14,4
MX,2021,Hybrid,16591,1588,68
SD,2021,Hybrid,956,96,4
ET,2021,Hybrid,3678,665,26
GH,2021,Full OA,1688,1320,15
UY,2021,Full OA,883,264,1
ZA,2021,Full OA,9105,7218,39
UA,2021,Hybrid,22545,2918,23
PE,2021,Full OA,3597,693,3
SK,2021,Full OA,3156,1934,8
MD,2021,Hybrid,548,173,1
SD,2021,Full OA,393,263,3
VN,2021,Full OA,3333,2328,10
KE,2021,Full OA,1298,1044,15
CY,2021,Hybrid,1797,151,11
PY,2021,Hybrid,376,53,0
GR,2021,Hybrid,8815,694,36
AE,2021,Hybrid,3329,395,14
IQ,2021,Hybrid,9326,1426,26
ET,2021,Full OA,4564,4052,10
TH,2021,Full OA,6306,5095,15
KZ,2021,Full OA,1387,563,2
BA,2021,Hybrid,880,96,1
BY,2021,Hybrid,2554,329,14
LT,2021,Hybrid,1735,208,9
ZW,2021,Hybrid,699,90,6
CL,2021,Hybrid,7110,524,50
IS,2021,Full OA,364,249,2
KN,2021,Full OA,43,41,0
MA,2021,Full OA,2336,1441,2
CD,2021,Full OA,210,158,0
AF,2021,Full OA,143,95,0
GU,2021,Hybrid,36,3,0
JO,2021,Full OA,1533,1143,2
UZ,2021,Hybrid,3650,410,1
CM,2021,Hybrid,1988,159,8
BA,2021,Full OA,836,168,0
AR,2021,Hybrid,7988,531,32
CM,2021,Full OA,673,539,6
CY,2021,Full OA,903,628,1
MO,2021,Full OA,547,422,2
EG,2021,Hybrid,21287,1216,78
ZW,2021,Full OA,388,284,5
GF,2021,Full OA,45,36,3
NZ,2021,Hybrid,7259,620,33
TW,2021,Hybrid,14428,1295,33
CW,2021,Full OA,12,7,0
NP,2021,Hybrid,3296,345,14
DZ,2021,Hybrid,5754,308,8
LK,2021,Full OA,1228,628,1
HU,2021,Full OA,4559,2891,528
RW,2021,Full OA,250,186,0
KZ,2021,Hybrid,3871,549,5
PA,2021,Hybrid,393,44,6
XK,2021,Full OA,229,89,0
AG,2021,Hybrid,208,13,0
LV,2021,Full OA,840,512,1
RS,2021,Full OA,3890,1421,2
SX,2021,Hybrid,24,1,0
UA,2021,Full OA,11587,2243,3
KW,2021,Full OA,598,446,1
AM,2021,Hybrid,1139,123,8
BH,2021,Hybrid,445,52,3
KE,2021,Hybrid,3462,588,19
TJ,2021,Full OA,449,72,0
CI,2021,Hybrid,661,53,2
JM,2021,Hybrid,139,11,0
TN,2021,Hybrid,5348,269,14
MW,2021,Full OA,252,211,5
ZM,2021,Full OA,226,169,0
LV,2021,Hybrid,1406,128,8
PY,2021,Full OA,487,47,0
NA,2021,Hybrid,207,11,1
VE,2021,Full OA,711,143,0
JO,2021,Hybrid,3115,312,5
SY,2021,Full OA,285,182,0
NP,2021,Full OA,1862,719,1
PR,2021,Full OA,329,191,0
UY,2021,Hybrid,1076,83,10
AL,2021,Full OA,204,94,0
RS,2021,Hybrid,3618,320,14
GW,2021,Hybrid,30,4,3
AZ,2021,Full OA,462,151,0
BY,2021,Full OA,925,154,2
MK,2021,Hybrid,699,45,2
MK,2021,Full OA,325,101,0
DZ,2021,Full OA,1894,784,3
BG,2021,Hybrid,2943,258,12
BF,2021,Hybrid,371,32,2
AG,2021,Full OA,103,17,0
KP,2021,Hybrid,66,5,0
AZ,2021,Hybrid,1618,224,5
MO,2021,Hybrid,1334,90,4
MN,2021,Full OA,351,186,1
OM,2021,Hybrid,1232,94,6
CW,2021,Hybrid,45,7,3
BI,2021,Full OA,64,26,1
PS,2021,Full OA,365,258,0
CG,2021,Full OA,47,35,5
GE,2021,Hybrid,767,55,1
ML,2021,Hybrid,236,16,1
TJ,2021,Hybrid,1439,161,0
PS,2021,Hybrid,596,56,1
TZ,2021,Hybrid,1254,161,13
AL,2021,Hybrid,493,44,0
LS,2021,Full OA,30,20,0
LY,2021,Hybrid,584,129,4
GU,2021,Full OA,24,16,0
LI,2021,Hybrid,44,14,7
PA,2021,Full OA,296,126,3
ME,2021,Full OA,181,99,0
ZM,2021,Hybrid,450,50,3
LB,2021,Hybrid,1922,109,4
BO,2021,Hybrid,457,60,5
MG,2021,Hybrid,144,18,3
AO,2021,Hybrid,213,9,0
AF,2021,Hybrid,316,33,0
YE,2021,Full OA,416,296,1
KG,2021,Hybrid,1197,55,1
LS,2021,Hybrid,53,6,0
YE,2021,Hybrid,672,60,1
SS,2021,Hybrid,440,90,33
BH,2021,Full OA,209,132,5
AM,2021,Full OA,288,84,0
KH,2021,Hybrid,489,46,1
UZ,2021,Full OA,905,117,0
CU,2021,Hybrid,861,87,4
MZ,2021,Full OA,273,118,1
OM,2021,Full OA,668,341,1
ME,2021,Hybrid,258,30,0
ML,2021,Full OA,99,60,1
SZ,2021,Hybrid,53,13,1
GN,2021,Hybrid,94,9,1
CU,2021,Full OA,573,147,1
XK,2021,Hybrid,293,39,1
PR,2021,Hybrid,671,68,1
GY,2021,Hybrid,94,10,0
KH,2021,Full OA,262,110,0
NE,2021,Hybrid,113,15,0
MT,2021,Full OA,221,159,3
MZ,2021,Hybrid,904,60,6
VE,2021,Hybrid,797,113,4
DO,2021,Full OA,166,45,0
MW,2021,Hybrid,226,33,8
NE,2021,Full OA,34,20,0
LY,2021,Full OA,225,97,0
UG,2021,Hybrid,876,129,11
JM,2021,Full OA,85,65,2
MM,2021,Hybrid,275,33,3
MM,2021,Full OA,144,98,0
CG,2021,Hybrid,201,17,0
VG,2021,Hybrid,30,0,0
CR,2021,Full OA,1266,183,1
RW,2021,Hybrid,348,36,4
SY,2021,Hybrid,429,48,3
FJ,2021,Full OA,65,49,0
SN,2021,Hybrid,593,39,2
BN,2021,Full OA,151,99,0
GT,2021,Hybrid,313,53,2
TG,2021,Hybrid,250,24,0
BJ,2021,Full OA,230,150,1
WS,2021,Full OA,5,2,0
GE,2021,Full OA,282,80,0
CR,2021,Hybrid,992,115,3
PG,2021,Hybrid,65,5,0
IS,2021,Hybrid,517,72,13
PF,2021,Full OA,24,20,0
BW,2021,Hybrid,324,24,2
GT,2021,Full OA,160,45,0
MT,2021,Hybrid,428,56,4
TD,2021,Hybrid,48,3,0
NC,2021,Full OA,34,31,1
DO,2021,Hybrid,165,28,1
TT,2021,Hybrid,223,11,0
BJ,2021,Hybrid,601,84,1
NI,2021,Hybrid,253,18,0
GD,2021,Full OA,45,38,1
MN,2021,Hybrid,501,57,5
HN,2021,Hybrid,160,16,2
FJ,2021,Hybrid,159,30,1
BO,2021,Full OA,336,71,0
LU,2021,Full OA,369,316,12
BF,2021,Full OA,221,183,4
SV,2021,Hybrid,199,15,1
SR,2021,Hybrid,36,4,0
CD,2021,Hybrid,378,37,1
MU,2021,Hybrid,186,6,1
TM,2021,Full OA,14,4,0
SV,2021,Full OA,98,5,0
LR,2021,Hybrid,21,1,0
GF,2021,Hybrid,59,8,0
DJ,2021,Hybrid,13,0,0
SR,2021,Full OA,22,19,1
KN,2021,Hybrid,74,6,0
SL,2021,Full OA,40,34,1
MG,2021,Full OA,84,75,1
BN,2021,Hybrid,291,40,0
BI,2021,Hybrid,164,12,1
KY,2021,Hybrid,14,1,0
GM,2021,Hybrid,69,19,7
MC,2021,Full OA,28,24,0
CI,2021,Full OA,176,113,1
PF,2021,Hybrid,32,4,3
SC,2021,Full OA,8,6,2
KG,2021,Full OA,134,52,0
GM,2021,Full OA,68,57,1
SO,2021,Hybrid,55,7,0
SB,2021,Full OA,1,0,0
AO,2021,Full OA,61,18,0
GD,2021,Hybrid,122,11,0
TT,2021,Full OA,132,99,0
TG,2021,Full OA,95,54,0
RE,2021,Full OA,90,64,1
NI,2021,Full OA,224,20,0
SJ,2021,Hybrid,7,4,1
MV,2021,Hybrid,75,6,3
VA,2021,Full OA,5,2,0
MR,2021,Hybrid,31,1,0
FO,2021,Full OA,19,14,0
PG,2021,Full OA,25,19,0
SS,2021,Full OA,175,30,7
MC,2021,Hybrid,67,7,2
ER,2021,Full OA,29,25,0
BT,2021,Hybrid,127,19,2
MQ,2021,Full OA,22,13,0
MR,2021,Full OA,12,7,0
TL,2021,Full OA,17,6,0
FO,2021,Hybrid,17,2,0
BT,2021,Full OA,51,32,0
MU,2021,Full OA,44,25,0
ST,2021,Hybrid,27,1,0
BB,2021,Hybrid,72,4,0
SL,2021,Hybrid,84,9,1
GA,2021,Full OA,51,43,3
GQ,2021,Full OA,2,2,0
SM,2021,Hybrid,11,0,0
DJ,2021,Full OA,9,7,0
GL,2021,Full OA,19,18,1
ST,2021,Full OA,23,3,0
LA,2021,Full OA,53,44,0
TL,2021,Hybrid,27,5,0
LA,2021,Hybrid,74,7,0
GN,2021,Full OA,30,23,0
AW,2021,Hybrid,16,3,0
BS,2021,Hybrid,32,3,1
GP,2021,Hybrid,90,17,2
GP,2021,Full OA,50,22,0
MF,2021,Hybrid,3,0,0
GL,2021,Hybrid,24,10,3
NA,2021,Full OA,82,56,0
GI,2021,Full OA,10,10,0
AD,2021,Full OA,4,2,0
VA,2021,Hybrid,10,1,0
GA,2021,Hybrid,90,9,4
LR,2021,Full OA,16,13,0
AS,2021,Full OA,1,0,0
LC,2021,Hybrid,6,0,0
KY,2021,Full OA,10,6,0
TO,2021,Full OA,1,0,0
SZ,2021,Full OA,37,27,0
TM,2021,Hybrid,43,4,0
BS,2021,Full OA,11,7,0
HT,2021,Hybrid,23,0,0
TD,2021,Full OA,8,6,0
MV,2021,Full OA,32,22,0
VC,2021,Full OA,2,0,0
VU,2021,Hybrid,5,0,0
NC,2021,Hybrid,39,11,2
CF,2021,Hybrid,22,2,0
SB,2021,Hybrid,2,1,0
BB,2021,Full OA,26,18,0
BZ,2021,Full OA,8,5,0
KP,2021,Full OA,16,7,0
VU,2021,Full OA,6,3,0
GI,2021,Hybrid,23,1,1
CF,2021,Full OA,8,7,0
KI,2021,Hybrid,3,0,0
BZ,2021,Hybrid,11,2,0
AD,2021,Hybrid,3,1,1
ER,2021,Hybrid,24,4,0
GY,2021,Full OA,12,8,0
SO,2021,Full OA,23,19,0
BM,2021,Full OA,4,3,0
MQ,2021,Hybrid,27,6,0
JE,2021,Hybrid,9,3,2
SM,2021,Full OA,9,5,0
CV,2021,Hybrid,19,0,0
HT,2021,Full OA,18,12,0
VI,2021,Hybrid,19,2,0
VI,2021,Full OA,15,10,0
SC,2021,Hybrid,15,0,0
FK,2021,Full OA,4,3,0
BM,2021,Hybrid,6,1,1
MS,2021,Hybrid,11,1,0
CV,2021,Full OA,15,7,0
SJ,2021,Full OA,3,3,0
AS,2021,Hybrid,3,0,0
FK,2021,Hybrid,6,1,0
PW,2021,Hybrid,5,0,0
GW,2021,Full OA,15,10,1
VC,2021,Hybrid,8,0,0
MS,2021,Full OA,2,0,0
WS,2021,Hybrid,16,2,0
AW,2021,Full OA,5,2,0
IM,2021,Hybrid,10,1,0
PW,2021,Full OA,3,1,0
LI,2021,Full OA,13,10,3
SX,2021,Full OA,2,2,0
TO,2021,Hybrid,7,2,0
TC,2021,Hybrid,2,1,0
TV,2021,Hybrid,1,0,0
LC,2021,Full OA,3,2,0
NU,2021,Hybrid,2,0,0
DM,2021,Hybrid,7,0,0
FM,2021,Hybrid,3,0,0
JE,2021,Full OA,2,2,1
MF,2021,Full OA,2,0,0
IM,2021,Full OA,2,2,1
DM,2021,Full OA,1,1,0
DE,2020,Hybrid,77792,23253,14770
DK,2020,Hybrid,10633,1248,73
NL,2020,Hybrid,26199,12052,5683
CN,2020,Hybrid,376080,23016,433
SE,2020,Hybrid,15047,7364,2307
ID,2020,Hybrid,121019,17543,39
RU,2020,Hybrid,88953,8698,66
EC,2020,Hybrid,3279,408,6
NA,2020,Hybrid,779004,57553,1
ES,2020,Hybrid,45653,4107,166
NG,2020,Hybrid,15658,1277,23
VN,2020,Hybrid,7969,715,20
IT,2020,Full OA,30907,24983,231
US,2020,Full OA,116915,86755,390
CN,2020,Full OA,152816,124353,181
GB,2020,Full OA,32783,24810,1888
FR,2020,Full OA,19404,12869,846
JP,2020,Full OA,29720,24897,42
NA,2020,Full OA,137662,40384,0
KR,2020,Full OA,28700,23861,8
FI,2020,Full OA,3987,2882,218
MX,2020,Full OA,11296,4529,4
TN,2020,Hybrid,4805,205,2
IR,2020,Hybrid,43910,1884,28
IN,2020,Hybrid,131444,5415,45
FR,2020,Hybrid,55286,4115,388
PT,2020,Hybrid,11752,958,29
AU,2020,Hybrid,49066,2831,142
US,2020,Hybrid,382714,24958,810
HU,2020,Hybrid,6867,2108,1008
GA,2020,Hybrid,68,4,1
NO,2020,Hybrid,9038,4045,1294
GB,2020,Hybrid,94160,23324,11592
CA,2020,Hybrid,53637,3687,77
SI,2020,Hybrid,2578,454,17
BR,2020,Hybrid,86076,4829,83
NZ,2020,Hybrid,7508,490,25
CH,2020,Hybrid,17100,3920,1986
KR,2020,Hybrid,43682,2594,21
UA,2020,Hybrid,23264,2256,9
TR,2020,Full OA,16470,4163,10
CZ,2020,Full OA,5834,3584,21
DE,2020,Full OA,31666,25842,6108
BG,2020,Full OA,1465,631,2
BE,2020,Full OA,5730,4238,26
AT,2020,Hybrid,9944,3935,616
TR,2020,Hybrid,54878,2871,29
IT,2020,Hybrid,50676,5873,2718
MX,2020,Hybrid,16566,1219,17
PK,2020,Hybrid,15633,1180,32
FI,2020,Hybrid,8335,2841,777
CZ,2020,Hybrid,10411,1205,69
BE,2020,Hybrid,13507,1415,109
ID,2020,Full OA,39190,17602,11
TH,2020,Full OA,4563,3432,6
TW,2020,Full OA,10525,9234,4
PL,2020,Full OA,25846,14238,53
RO,2020,Full OA,5491,3304,4
AT,2020,Full OA,4481,3555,78
PK,2020,Full OA,7538,5036,6
IN,2020,Full OA,28469,13276,18
JP,2020,Hybrid,78725,5370,93
TW,2020,Hybrid,14750,1037,6
TH,2020,Hybrid,8215,663,24
IL,2020,Hybrid,10972,734,25
IS,2020,Hybrid,547,68,9
PH,2020,Hybrid,3013,296,7
PE,2020,Full OA,2843,435,0
SK,2020,Full OA,2617,1338,5
ZA,2020,Full OA,7819,6153,21
NG,2020,Full OA,5548,3126,6
SE,2020,Full OA,8137,6575,569
PL,2020,Hybrid,27246,5191,403
CH,2020,Full OA,8398,6301,470
IE,2020,Hybrid,7955,1346,741
NO,2020,Full OA,5266,3916,228
AU,2020,Full OA,16457,12765,51
HK,2020,Full OA,2126,1703,2
ES,2020,Full OA,34643,19889,138
IR,2020,Full OA,17210,8291,12
RO,2020,Hybrid,6571,667,15
MA,2020,Hybrid,5485,299,3
CL,2020,Full OA,5804,2346,8
NL,2020,Full OA,10963,9082,952
CA,2020,Full OA,19034,14019,32
UA,2020,Full OA,11314,1780,3
RU,2020,Full OA,29022,7283,31
MA,2020,Full OA,1824,1268,3
EG,2020,Full OA,11532,5553,16
MO,2020,Hybrid,1174,45,0
KH,2020,Hybrid,405,54,0
IQ,2020,Full OA,4087,2256,4
PT,2020,Full OA,7898,4630,11
DK,2020,Full OA,5065,3834,29
DO,2020,Full OA,137,29,0
BR,2020,Full OA,58393,16105,29
HK,2020,Hybrid,8006,396,15
QA,2020,Hybrid,1817,505,182
HR,2020,Hybrid,3077,214,5
TJ,2020,Full OA,407,44,0
CO,2020,Full OA,8410,2046,4
SN,2020,Hybrid,563,28,0
MG,2020,Full OA,84,60,2
BD,2020,Hybrid,7555,434,15
MY,2020,Hybrid,18904,1471,29
EG,2020,Hybrid,20009,882,46
AR,2020,Hybrid,8755,450,9
SK,2020,Hybrid,3419,395,22
IQ,2020,Hybrid,7649,997,15
BD,2020,Full OA,2636,1697,4
NZ,2020,Full OA,2291,1708,5
HU,2020,Full OA,3881,2162,348
SA,2020,Full OA,8108,6466,11
PR,2020,Hybrid,603,56,1
LU,2020,Hybrid,646,172,8
SG,2020,Hybrid,9500,634,16
TJ,2020,Hybrid,1175,169,2
BW,2020,Full OA,154,118,2
LV,2020,Full OA,637,337,1
SG,2020,Full OA,3374,2406,19
EE,2020,Hybrid,1145,135,14
BY,2020,Hybrid,2089,256,6
DZ,2020,Hybrid,5388,253,5
SI,2020,Full OA,2110,1150,3
RS,2020,Hybrid,3708,232,7
PA,2020,Full OA,286,96,3
GR,2020,Full OA,4300,3202,5
AR,2020,Full OA,6872,1282,5
MY,2020,Full OA,7241,4867,1
PY,2020,Hybrid,315,13,0
PE,2020,Hybrid,3690,269,3
CO,2020,Hybrid,7687,524,16
ZM,2020,Hybrid,440,46,1
OM,2020,Hybrid,1069,80,2
IE,2020,Full OA,2615,2019,196
SA,2020,Hybrid,13606,1503,94
TZ,2020,Full OA,655,563,6
IL,2020,Full OA,3965,2927,4
RS,2020,Full OA,3306,1007,2
VN,2020,Full OA,3133,2154,7
ZA,2020,Hybrid,11527,929,47
UY,2020,Full OA,682,183,1
BN,2020,Full OA,125,80,2
BH,2020,Hybrid,391,41,2
GR,2020,Hybrid,8755,558,16
NP,2020,Full OA,1864,652,5
